CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
17416,60,9,6838.34,2,4,4,244,Loyal Customers
12705,16,14,6814.24,4,4,4,444,Top Customers
15023,40,12,6763.16,3,4,4,344,Top Customers
18055,40,11,6752.14,3,4,4,344,Top Customers
16532,18,3,6748.8,4,2,4,424,Big Spenders
12830,92,7,6748.4,2,4,4,244,Loyal Customers
15601,12,17,6745.36,4,4,4,444,Top Customers
13576,11,20,6703.3,4,4,4,444,Top Customers
16746,2,19,6694.31,4,4,4,444,Top Customers
16353,9,23,6675.71,4,4,4,444,Top Customers
16923,13,26,6666.83,4,4,4,444,Top Customers
15249,2,15,6657.36,4,4,4,444,Top Customers
16652,0,11,6654.26,4,4,4,444,Top Customers
16182,73,4,6617.65,2,3,4,234,Loyal Customers
17338,9,10,6612.18,4,4,4,444,Top Customers
15482,16,16,6568.72,4,4,4,444,Top Customers
12476,16,20,6546.58,4,4,4,444,Top Customers
15144,0,18,6530.04,4,4,4,444,Top Customers
16814,6,22,6500.6,4,4,4,444,Top Customers
15694,26,15,6423.6,3,4,4,344,Top Customers
12431,2,18,6416.39,4,4,4,444,Top Customers
13871,23,14,6389.8,3,4,4,344,Top Customers
12626,24,13,6388.35,3,4,4,344,Top Customers
13102,24,27,6336.29,3,4,4,344,Top Customers
18223,1,27,6315.23,4,4,4,444,Top Customers
16126,60,4,6287.77,2,3,4,234,Loyal Customers
13709,1,17,6249.11,4,4,4,444,Top Customers
12359,9,6,6245.53,4,4,4,444,Top Customers
12472,52,13,6229.48,3,4,4,344,Top Customers
13668,11,29,6216.07,4,4,4,444,Top Customers
12357,182,1,6207.67,1,1,4,114,Big Spenders
17315,5,43,6204.46,4,4,4,444,Top Customers
15005,16,35,6180.49,4,4,4,444,Top Customers
14057,24,18,6147.4,3,4,4,344,Top Customers
14060,23,20,6135.38,3,4,4,344,Top Customers
15939,4,16,6102.26,4,4,4,444,Top Customers
17509,58,11,6100.74,2,4,4,244,Loyal Customers
13225,61,8,6083.04,2,4,4,244,Loyal Customers
14101,74,6,5976.79,2,4,4,244,Loyal Customers
12637,92,10,5953.25,2,4,4,244,Loyal Customers
15382,15,8,5927.86,4,4,4,444,Top Customers
13097,78,14,5893.32,2,4,4,244,Loyal Customers
13418,12,23,5845.44,4,4,4,444,Top Customers
14944,60,14,5842.95,2,4,4,244,Loyal Customers
13209,90,11,5820.16,2,4,4,244,Loyal Customers
14505,18,11,5818.7,4,4,4,444,Top Customers
13316,80,5,5815.49,2,3,4,234,Loyal Customers
14415,20,18,5811.56,4,4,4,444,Top Customers
14735,12,34,5807.69,4,4,4,444,Top Customers
15218,11,11,5756.89,4,4,4,444,Top Customers
17686,32,7,5739.46,3,4,4,344,Top Customers
13178,27,11,5725.47,3,4,4,344,Top Customers
12720,3,29,5713.28,4,4,4,444,Top Customers
13050,10,28,5684.61,4,4,4,444,Top Customers
14110,1,13,5669.65,4,4,4,444,Top Customers
16553,6,14,5664.57,4,4,4,444,Top Customers
13468,0,41,5656.75,4,4,4,444,Top Customers
14049,17,6,5639.15,4,4,4,444,Top Customers
13004,12,22,5613.43,4,4,4,444,Top Customers
13534,38,43,5613.08,3,4,4,344,Top Customers
18118,11,31,5595.77,4,4,4,444,Top Customers
17049,22,11,5594.78,3,4,4,344,Top Customers
12481,23,11,5590.86,3,4,4,344,Top Customers
17757,15,31,5585.49,4,4,4,444,Top Customers
12839,12,16,5583.62,4,4,4,444,Top Customers
16767,65,11,5580.6,2,4,4,244,Loyal Customers
15502,16,23,5541.46,4,4,4,444,Top Customers
17716,23,12,5505.79,3,4,4,344,Top Customers
16985,1,11,5461.62,4,4,4,444,Top Customers
15805,24,20,5452.17,3,4,4,344,Top Customers
16609,3,9,5450.96,4,4,4,444,Top Customers
16265,10,11,5423.15,4,4,4,444,Top Customers
12490,18,10,5417.93,4,4,4,444,Top Customers
17719,1,18,5367.8,4,4,4,444,Top Customers
18225,22,17,5361.02,3,4,4,344,Top Customers
16161,15,26,5352.97,4,4,4,444,Top Customers
13269,1,17,5315.92,4,4,4,444,Top Customers
16303,26,4,5305.83,3,3,4,334,Top Customers
15150,18,11,5303.97,4,4,4,444,Top Customers
17730,26,15,5288.83,3,4,4,344,Top Customers
17850,69,35,5288.63,2,4,4,244,Loyal Customers
16258,46,5,5203.51,3,3,4,334,Top Customers
18226,9,14,5192.1,4,4,4,444,Top Customers
15727,9,7,5178.96,4,4,4,444,Top Customers
17858,2,12,5155.66,4,4,4,444,Top Customers
12362,12,13,5154.58,4,4,4,444,Top Customers
16701,3,18,5150.27,4,4,4,444,Top Customers
13756,19,15,5145.12,4,4,4,444,Top Customers
15903,10,8,5126.34,4,4,4,444,Top Customers
17061,74,12,5116.13,2,4,4,244,Loyal Customers
14688,1,27,5107.38,4,4,4,444,Top Customers
18198,72,21,5083.06,2,4,4,244,Loyal Customers
15046,10,16,5064.01,4,4,4,444,Top Customers
12432,43,5,5059.32,3,3,4,334,Top Customers
13139,17,8,5055.79,4,4,4,444,Top Customers
17602,24,8,5050.77,3,4,4,344,Top Customers
15719,3,14,5043.96,4,4,4,444,Top Customers
16700,3,17,5040,4,4,4,444,Top Customers
13599,3,33,5030.6,4,4,4,444,Top Customers
15301,51,14,5028.12,3,4,4,344,Top Customers
17426,92,7,5022.26,2,4,4,244,Loyal Customers
12444,0,5,5005.46,4,3,4,434,Top Customers
14755,10,12,4965.38,4,4,4,444,Top Customers
15547,31,14,4954.84,3,4,4,344,Top Customers
14329,18,14,4928.74,4,4,4,444,Top Customers
16191,1,25,4913.32,4,4,4,444,Top Customers
13941,22,7,4912.41,3,4,4,344,Top Customers
14709,16,14,4911.14,4,4,4,444,Top Customers
12437,9,19,4896.66,4,4,4,444,Top Customers
17133,16,7,4892.24,4,4,4,444,Top Customers
12688,114,1,4873.81,2,1,4,214,Big Spenders
12700,127,6,4867.99,2,4,4,244,Loyal Customers
12664,0,10,4863.88,4,4,4,444,Top Customers
15786,44,5,4834.2,3,3,4,334,Top Customers
14292,1,14,4819.33,4,4,4,444,Top Customers
17365,13,8,4801.56,4,4,4,444,Top Customers
15738,19,19,4788.77,4,4,4,444,Top Customers
13013,3,15,4786.99,4,4,4,444,Top Customers
15555,0,20,4758.2,4,4,4,444,Top Customers
17690,46,16,4748.45,3,4,4,344,Top Customers
17652,26,18,4737.13,3,4,4,344,Top Customers
12955,17,14,4734.26,4,4,4,444,Top Customers
16722,18,16,4711.21,4,4,4,444,Top Customers
14562,12,22,4709.22,4,4,4,444,Top Customers
12714,10,5,4708.86,4,3,4,434,Top Customers
14135,39,15,4690.31,3,4,4,344,Top Customers
15152,10,16,4684.24,4,4,4,444,Top Customers
14159,20,14,4678.3,4,4,4,444,Top Customers
15187,16,18,4670.08,4,4,4,444,Top Customers
14191,11,14,4660.01,4,4,4,444,Top Customers
14180,11,31,4640.77,4,4,4,444,Top Customers
17809,17,15,4627.62,4,4,4,444,Top Customers
14189,10,24,4604.31,4,4,4,444,Top Customers
16931,20,21,4604.22,4,4,4,444,Top Customers
15291,4,20,4596.51,4,4,4,444,Top Customers
14286,1,5,4595.81,4,3,4,434,Top Customers
14390,5,13,4592.47,4,4,4,444,Top Customers
14004,44,7,4582.64,3,4,4,344,Top Customers
17068,13,22,4531.34,4,4,4,444,Top Customers
17613,23,17,4509.37,3,4,4,344,Top Customers
12484,101,8,4495.27,2,4,4,244,Loyal Customers
12524,10,8,4485.72,4,4,4,444,Top Customers
12627,11,7,4478.53,4,4,4,444,Top Customers
15032,257,5,4464.1,1,3,4,134,Loyal Customers
17364,9,12,4455.73,4,4,4,444,Top Customers
14085,10,19,4435.79,4,4,4,444,Top Customers
15093,19,9,4410.14,4,4,4,444,Top Customers
13267,9,27,4404.44,4,4,4,444,Top Customers
17975,16,14,4393.61,4,4,4,444,Top Customers
16984,1,5,4392.42,4,3,4,434,Top Customers
15955,25,16,4389.81,3,4,4,344,Top Customers
16626,23,20,4379.65,3,4,4,344,Top Customers
12752,82,1,4366.78,2,1,4,214,Big Spenders
16945,0,19,4345.5,4,4,4,444,Top Customers
15874,128,9,4330.67,2,4,4,244,Loyal Customers
14016,125,5,4328.46,2,3,4,234,Loyal Customers
18251,88,1,4314.72,2,1,4,214,Big Spenders
12347,40,7,4310,3,4,4,344,Top Customers
17937,115,7,4301.22,2,4,4,244,Loyal Customers
13505,73,8,4282.88,2,4,4,244,Loyal Customers
15034,16,11,4277.66,4,4,4,444,Top Customers
14422,18,6,4263.64,4,4,4,444,Top Customers
12712,9,17,4241.63,4,4,4,444,Top Customers
14800,30,16,4236.34,3,4,4,344,Top Customers
12757,5,19,4227.7,4,4,4,444,Top Customers
14525,20,13,4221.37,4,4,4,444,Top Customers
12500,24,13,4206.27,3,4,4,344,Top Customers
17920,12,17,4204.1,4,4,4,444,Top Customers
17419,12,14,4200.97,4,4,4,444,Top Customers
15971,1,12,4199.85,4,4,4,444,Top Customers
12747,23,11,4196.01,3,4,4,344,Top Customers
18041,12,22,4161.14,4,4,4,444,Top Customers
16549,11,10,4154.64,4,4,4,444,Top Customers
13555,74,4,4149.28,2,3,4,234,Loyal Customers
12949,90,10,4143.02,2,4,4,244,Loyal Customers
13384,46,9,4122.28,3,4,4,344,Top Customers
15570,11,13,4109.97,4,4,4,444,Top Customers
12536,30,5,4106.82,3,3,4,334,Top Customers
13988,20,9,4098.8,4,4,4,444,Top Customers
14534,2,25,4075.35,4,4,4,444,Top Customers
16592,13,19,4073.28,4,4,4,444,Top Customers
12449,23,4,4067.29,3,3,4,334,Top Customers
12569,0,35,4064.99,4,4,4,444,Top Customers
14092,24,17,4063.1,3,4,4,344,Top Customers
16401,15,20,4061.24,4,4,4,444,Top Customers
14401,60,14,4039.98,2,4,4,244,Loyal Customers
16670,1,17,4022.46,4,4,4,444,Top Customers
13815,23,5,4014.91,3,3,4,334,Top Customers
17567,58,10,4012.56,2,4,4,244,Loyal Customers
12378,305,1,4008.62,1,1,4,114,Big Spenders
16186,5,13,3991.94,4,4,4,444,Top Customers
17001,23,11,3989.57,3,4,4,344,Top Customers
14547,13,9,3986.74,4,4,4,444,Top Customers
12867,27,10,3986.22,3,4,4,344,Top Customers
12656,2,8,3982.72,4,4,4,444,Top Customers
12957,10,12,3979.04,4,4,4,444,Top Customers
15416,3,5,3974.37,4,3,4,434,Top Customers
15529,23,12,3967.78,3,4,4,344,Top Customers
17769,13,12,3960.63,4,4,4,444,Top Customers
13183,87,9,3957.78,2,4,4,244,Loyal Customers
14277,16,4,3957,4,3,4,434,Top Customers
17611,36,19,3947.87,3,4,4,344,Top Customers
12727,11,9,3947.7,4,4,4,444,Top Customers
17377,24,21,3925.92,3,4,4,344,Top Customers
14426,19,16,3918.9,4,4,4,444,Top Customers
17593,92,6,3911.56,2,4,4,244,Loyal Customers
13802,139,6,3906.27,2,4,4,244,Loyal Customers
14739,20,8,3899.1,4,4,4,444,Top Customers
17651,12,14,3886.67,4,4,4,444,Top Customers
12841,4,26,3876.4,4,4,4,444,Top Customers
14291,32,12,3873.3,3,4,4,344,Top Customers
12779,22,12,3868.7,3,4,4,344,Top Customers
12749,23,8,3868.2,3,4,4,344,Top Customers
13124,31,3,3866.33,3,2,4,324,Big Spenders
13999,11,15,3865.26,4,4,4,444,Top Customers
18073,115,13,3864.44,2,4,4,244,Loyal Customers
15195,151,1,3861,2,1,4,214,Big Spenders
12539,23,5,3852.5,3,3,4,334,Top Customers
15804,12,19,3848.55,4,4,4,444,Top Customers
16327,15,6,3844.22,4,4,4,444,Top Customers
12662,24,12,3817.08,3,4,4,344,Top Customers
17091,121,10,3802.81,2,4,4,244,Loyal Customers
15867,23,16,3797.79,3,4,4,344,Top Customers
16655,9,6,3794.52,4,4,4,444,Top Customers
13435,25,9,3794.49,3,4,4,344,Top Customers
15299,38,11,3787.09,3,4,4,344,Top Customers
12562,23,7,3781.74,3,4,4,344,Top Customers
15298,11,14,3774.1,4,4,4,444,Top Customers
16168,3,28,3770.6,4,4,4,444,Top Customers
18087,38,4,3770.12,3,3,4,334,Top Customers
17173,0,9,3755.65,4,4,4,444,Top Customers
13523,47,6,3755.38,3,4,4,344,Top Customers
16904,60,16,3754.27,2,4,4,244,Loyal Customers
12429,10,4,3750.4,4,3,4,434,Top Customers
17238,18,17,3744.65,4,4,4,444,Top Customers
12668,12,6,3743.18,4,4,4,444,Top Customers
16145,3,18,3741.98,4,4,4,444,Top Customers
14282,20,15,3729.34,4,4,4,444,Top Customers
15808,191,5,3724.77,1,3,4,134,Loyal Customers
12502,188,5,3723.87,1,3,4,134,Loyal Customers
13069,2,27,3717.82,4,4,4,444,Top Customers
13266,12,19,3717.67,4,4,4,444,Top Customers
14364,5,8,3717.35,4,4,4,444,Top Customers
16240,10,5,3693.81,4,3,4,434,Top Customers
12597,20,5,3683.13,4,3,4,434,Top Customers
12647,23,13,3669.92,3,4,4,344,Top Customers
16253,121,3,3665.62,2,2,4,224,Big Spenders
17819,65,8,3661.07,2,4,4,244,Loyal Customers
12553,0,14,3652.25,4,4,4,444,Top Customers
18079,46,4,3651.97,3,3,4,334,Top Customers
15845,18,10,3650.87,4,4,4,444,Top Customers
16712,10,11,3645.43,4,4,4,444,Top Customers
16440,52,5,3640.67,3,3,4,334,Top Customers
15379,98,8,3631.89,2,4,4,244,Loyal Customers
13381,22,7,3626.81,3,4,4,344,Top Customers
16570,16,15,3622.95,4,4,4,444,Top Customers
13327,113,9,3617.57,2,4,4,244,Loyal Customers
15296,35,10,3610.31,3,4,4,344,Top Customers
13137,11,9,3605.08,4,4,4,444,Top Customers
16242,19,8,3598.26,4,4,4,444,Top Customers
13082,177,10,3595.48,1,4,4,144,Loyal Customers
14132,3,12,3580.13,4,4,4,444,Top Customers
12417,40,12,3578.8,3,4,4,344,Top Customers
17203,53,6,3563.85,3,4,4,344,Top Customers
15484,10,5,3563.11,4,3,4,434,Top Customers
13426,11,12,3550.7,4,4,4,444,Top Customers
12370,52,4,3545.69,3,3,4,334,Top Customers
14503,11,6,3543.26,4,4,4,444,Top Customers
15544,2,11,3542.51,4,4,4,444,Top Customers
14040,9,15,3542.19,4,4,4,444,Top Customers
17491,15,11,3541.92,4,4,4,444,Top Customers
17528,0,11,3540.1,4,4,4,444,Top Customers
13552,82,16,3539.53,2,4,4,244,Loyal Customers
13334,83,3,3536.82,2,2,4,224,Big Spenders
17160,6,6,3518.03,4,4,4,444,Top Customers
13953,53,7,3515.68,3,4,4,344,Top Customers
16131,52,6,3506.54,3,4,4,344,Top Customers
15505,53,7,3497.14,3,4,4,344,Top Customers
13520,0,8,3487.75,4,4,4,444,Top Customers
16458,1,18,3482.74,4,4,4,444,Top Customers
14907,24,10,3478.85,3,4,4,344,Top Customers
14395,46,12,3471.91,3,4,4,344,Top Customers
17230,69,11,3466.67,2,4,4,244,Loyal Customers
13448,17,10,3465.67,4,4,4,444,Top Customers
17576,3,22,3457.78,4,4,4,444,Top Customers
17758,20,8,3456.7,4,4,4,444,Top Customers
15410,85,8,3450.84,2,4,4,244,Loyal Customers
16019,47,10,3450.24,3,4,4,344,Top Customers
13536,10,7,3448.29,4,4,4,444,Top Customers
15129,51,11,3447.4,3,4,4,344,Top Customers
15113,10,4,3439.41,4,3,4,434,Top Customers
15581,32,14,3429.97,3,4,4,344,Top Customers
15974,5,8,3429.55,4,4,4,444,Top Customers
14221,43,10,3427.85,3,4,4,344,Top Customers
16360,1,8,3411.69,4,4,4,444,Top Customers
13993,31,12,3409.66,3,4,4,344,Top Customers
15981,6,8,3408.48,4,4,4,444,Top Customers
13437,15,7,3408.06,4,4,4,444,Top Customers
17669,43,7,3406.72,3,4,4,344,Top Customers
13842,0,9,3385.62,4,4,4,444,Top Customers
13198,11,8,3384.09,4,4,4,444,Top Customers
15228,124,5,3376.96,2,3,4,234,Loyal Customers
17725,17,14,3371.13,4,4,4,444,Top Customers
13014,11,16,3365.43,4,4,4,444,Top Customers
16011,2,16,3362.71,4,4,4,444,Top Customers
13148,60,17,3348.48,2,4,4,244,Loyal Customers
13015,54,5,3346.28,3,3,4,334,Top Customers
12643,39,6,3344.64,3,4,4,344,Top Customers
15708,41,11,3329.72,3,4,4,344,Top Customers
15676,10,5,3324.09,4,3,4,434,Top Customers
12594,47,11,3320.22,3,4,4,344,Top Customers
16818,11,13,3317.97,4,4,4,444,Top Customers
14227,27,15,3315.71,3,4,4,344,Top Customers
16556,106,7,3313.79,2,4,4,244,Loyal Customers
13373,61,3,3312.25,2,2,4,224,Big Spenders
14841,30,6,3295.76,3,4,4,344,Top Customers
17183,23,8,3286.91,3,4,4,344,Top Customers
12480,29,4,3281.63,3,3,4,334,Top Customers
12406,23,3,3280.75,3,2,4,324,Big Spenders
16717,10,9,3278.36,4,4,4,444,Top Customers
17723,96,6,3276.4,2,4,4,244,Loyal Customers
14702,19,18,3250.64,4,4,4,444,Top Customers
13952,5,3,3246.09,4,2,4,424,Big Spenders
15764,1,10,3245.47,4,4,4,444,Top Customers
17050,190,6,3228.84,1,4,4,144,Loyal Customers
15622,44,16,3224.53,3,4,4,344,Top Customers
13880,22,13,3219.77,3,4,4,344,Top Customers
12613,58,6,3218.98,2,4,4,244,Loyal Customers
12619,17,13,3214.81,4,4,4,444,Top Customers
15443,13,8,3212.16,4,4,4,444,Top Customers
16107,18,7,3204.16,4,4,4,444,Top Customers
17220,25,14,3198.25,3,4,4,344,Top Customers
13868,301,2,3192.54,1,2,4,124,Big Spenders
17685,1,7,3191.53,4,4,4,444,Top Customers
13758,12,7,3190.55,4,4,4,444,Top Customers
14844,6,4,3189.81,4,3,4,434,Top Customers
14388,11,10,3172.04,4,4,4,444,Top Customers
16837,30,12,3167.73,3,4,4,344,Top Customers
13268,6,15,3167.64,4,4,4,444,Top Customers
16041,90,3,3166.4,2,2,4,224,Big Spenders
17863,30,6,3160,3,4,4,344,Top Customers
12456,45,4,3153.89,3,3,4,334,Top Customers
14145,47,5,3148.2,3,3,4,334,Top Customers
15632,16,10,3147.31,4,4,4,444,Top Customers
15065,165,6,3135.98,1,4,4,144,Loyal Customers
17231,13,14,3127.82,4,4,4,444,Top Customers
13685,46,7,3119.44,3,4,4,344,Top Customers
14175,30,7,3108.06,3,4,4,344,Top Customers
17672,44,4,3106.62,3,3,4,334,Top Customers
13869,124,4,3104.95,2,3,4,234,Loyal Customers
13742,17,14,3102.42,4,4,4,444,Top Customers
13135,197,1,3096,1,1,4,114,Big Spenders
17059,60,5,3095.04,2,3,4,234,Loyal Customers
14235,11,6,3093.86,4,4,4,444,Top Customers
14099,17,12,3092.97,4,4,4,444,Top Customers
15491,65,7,3090.85,2,4,4,244,Loyal Customers
14257,52,6,3087.27,3,4,4,344,Top Customers
16326,16,15,3085.96,4,4,4,444,Top Customers
13362,10,5,3085.49,4,3,4,434,Top Customers
16905,20,8,3085.48,4,4,4,444,Top Customers
15998,88,6,3084.17,2,4,4,244,Loyal Customers
13047,47,18,3079.1,3,4,4,344,Top Customers
12910,6,8,3075.04,4,4,4,444,Top Customers
14565,114,6,3073.77,2,4,4,244,Loyal Customers
18272,3,7,3064.78,4,4,4,444,Top Customers
16218,60,8,3054.87,2,4,4,244,Loyal Customers
16940,53,3,3049.88,3,2,4,324,Big Spenders
14456,23,14,3047.63,3,4,4,344,Top Customers
16686,48,9,3043.48,3,4,4,344,Top Customers
